-,一级,二级,三级,级内,简称,网址,描述title,https://www.google.com/s2/favicons?domain=,主要关键词,次要关键词,关键词,判断网址,判断图片,其他标签,图标大小,个人/企业/公司,经营性/非经营性,营利性/非营利性,备案/未备案,服务器位置
10003-200-300-10009,10003,200,300,10009,中国网,http://www.china.com.cn/index.shtml, ,http://www.china.com.cn/favicon.ico,中央媒体,,,999,,,32,,,,,
10003-200-300-10010,10003,200,300,10010,中青在线,http://www.cyol.com/, ,http://www.cyol.com/themes/cyol/assets/images/cyol/cyol_logo.png,中央媒体,,,999,,,72,,,,,
10003-200-300-10011,10003,200,300,10011,中国法院网,https://www.chinacourt.org/index.shtml, ,https://www.chinacourt.org/share/images/favicon.ico,中央媒体,,,999,999,,16,,,,,
10003-200-300-10012,10003,200,300,10012,中国新闻网,http://www.chinanews.com/, ,https://www.google.com/s2/favicons?domain=http://www.chinanews.com/,中央媒体,,,999,,,,,,,,
10003-200-300-10013,10003,200,300,10013,正义网,http://www.jcrb.com/, ,http://www.jcrb.com/favicon.ico,中央媒体,,,999,,,32,,,,,
10003-200-300-10014,10003,200,300,10014,中工网,http://www.workercn.cn/, ,http://www.workercn.cn/favicon.ico,中央媒体,,,999,,,32,,,,,
10003-200-300-10015,10003,200,300,10015,中国青年网,http://www.youth.cn/, ,,中央媒体,,,999,,,,,,,,
10003-200-300-10016,10003,200,300,10016,国际在线,http://www.cri.cn/, ,http://www.cri.cn/favicon.ico,中央媒体,,,999,,,16,,,,,
20004-200-300-10001,20004,200,300,10001,百度搜索,http://www.baidu.com/, ,https://www.baidu.com/favicon.ico,搜索,,,999,999,,64,,,,,
20004-200-300-10002,20004,200,300,10002,Google搜索,https://www.google.com/, ,https://www.google.com/favicon.ico,搜索,,,999,999,,32,,,,,
20004-200-300-10003,20004,200,300,10003,搜狗搜索,https://www.sogou.com/, ,https://www.sogou.com/images/logo/new/favicon.ico?v=4,搜索,,,999,999,,32,,,,,
20004-201-300-10000,20004,201,300,10000,GIPHY,https://giphy.com/, ,https://giphy.com/static/img/favicon.png,搜索,图片,,999,999,,16,,,,,
20004-202-300-10000,20004,202,300,10000,鸠摩搜索,https://www.jiumodiary.com/, ,https://www.jiumodiary.com/images/favicon.png,搜索,文档,,999,999,,20,,,,,
20004-203-300-10000,20004,203,300,10000,6miu百度云搜索,http://baiduyun.6miu.com/, ,http://baiduyun.6miu.com/favicon.ico,搜索,其他,,999,999,,32,,,,,
20005-200-300-10001,20005,200,300,10001,正协信息客栈,https://zhengxie.info/, ,https://zhengxie.info/common/image/favicon.ico,导航网站,,,999,999,,256,,,,,
20005-200-300-10002,20005,200,300,10002,hao123,https://www.hao123.com/, ,https://www.hao123.com/favicon.ico,导航网站,,,999,999,,32,,,,,
20005-200-300-10003,20005,200,300,10003,谷歌265,http://www.265.com/, ,http://www.265.com/static/pages/img/favicon.ico,导航网站,,,999,,,16,,,,,
20005-200-300-10004,20005,200,300,10004,QQ导航,https://hao.qq.com/, ,https://upd33.sogoucdn.com/nstatic/img/favicon.ico?v=3,导航网站,,,999,999,,16,,,,,
20005-200-300-10005,20005,200,300,10005,搜狗网址导航,https://123.sogou.com/, ,https://upd12.sogoucdn.com/nstatic/img/favicon.ico?v=3,导航网站,,,999,999,,16,,,,,
20005-200-300-10006,20005,200,300,10006,360导航,https://hao.360.com/, ,https://hao.360.com/favicon.ico,导航网站,,,999,999,,16,,,,,
20005-200-300-10007,20005,200,300,10007,设计导航,http://hao.shejidaren.com/, ,,导航网站,,,999,,,,,,,,
20006-200-300-10008,20006,200,300,10008,天猫,https://www.tmall.com/, ,https://zhengxie.info/common/image/favicon/天猫32.gif,购物网站,,,999,999,,天猫32.gif,,,,,
20006-200-300-10009,20006,200,300,10009,淘宝网,https://www.taobao.com/, ,https://img.alicdn.com/tfs/TB1VlKFRpXXXXcNapXXXXXXXXXX-16-16.png,购物网站,,,999,999,,16,,,,,
20006-200-300-10010,20006,200,300,10010,京东,https://www.jd.com/, ,https://www.jd.com/favicon.ico,购物网站,,,999,999,,48,,,,,
20006-200-300-10011,20006,200,300,10011,苏宁易购,https://www.suning.com/, ,https://www.suning.com/favicon.ico,购物网站,,,999,999,,16,,,,,
20006-200-300-10012,20006,200,300,10012,拼多多,https://m.pinduoduo.com/, ,https://m.pinduoduo.com/favicon.ico,购物网站,,,999,999,,48,,,,,
20006-200-300-10012,20006,200,300,10012,1号会员店,https://www.yhd.com/,,https://www.yhd.com/yhdmember/favicon.ico,购物网站,,,999,999,,16,,,,,
20006-200-300-10012,20006,200,300,10012,1688,https://www.1688.com/,,https://cbu01.alicdn.com/favicon.ico?_=2020,购物网站,,,999,999,,16,,,,,
20006-200-300-10012,20006,200,300,10012,Alibaba,https://www.alibaba.com/,,https://is.alicdn.com/simg/single/icon/favicon.ico,购物网站,,,999,999,,16,,,,,
20006-200-300-10012,20006,200,300,10012,维品会,https://www.vip.com/,,https://www.vip.com/favicon.ico,购物网站,,,999,999,,16,,,,,
20006-200-300-10012,20006,200,300,10012,当当网,http://www.dangdang.com/,,http://www.dangdang.com/favicon.ico,购物网站,,,999,999,,16,,,,,
20006-200-300-10012,20006,200,300,10012,亚马逊中国,https://www.amazon.cn/,,https://www.amazon.cn/favicon.ico,购物网站,,,999,999,,48,,,,,
20007-200-300-10000,20007,200,300,10000,招商银行,http://www.cmbchina.com/, ,http://www.cmbchina.com/cmb.ico,银行,,,999,999,,48,,,,,
20007-201-300-10000,20007,201,300,10000,中国人民银行,http://www.pbc.gov.cn/, ,http://www.pbc.gov.cn/rmyh/uiFramework/commonResource/image/logo.ico,银行,央行,,999,,,16,,,,,
20007-202-300-10001,20007,202,300,10001,中国进出口银行,http://www.eximbank.gov.cn/, ,http://www.eximbank.gov.cn/favicon.ico,银行,政策,,999,,,64,,,,,
20007-202-300-10002,20007,202,300,10002,中国农业发展银行,http://www.adbc.com.cn/, ,,银行,政策,,999,,,,,,,,
20007-202-300-10003,20007,202,300,10003,国家开发银行,http://www.cdb.com.cn/, ,,银行,政策,,999,,,,,,,,
20007-203-300-10001,20007,203,300,10001,中国银行,https://www.boc.cn/, ,https://www.boc.cn/favicon.ico,银行,国有,,999,999,,16,,,,,
