序号,1级,2级,3级,级内,简称,网址,描述title,图标地址,版层分类,首要关键词,次要关键词,重点关键词,判断网址,判断图片,其他标签,图标像素,备案/未备案,经营性/非经营性,反链接
11203-11-13-105,11203,11,13,105,(国家标准化管理委员会),http://www.sac.gov.cn/, ,http://www.sac.gov.cn/favicon.ico,中国机构,政府,国务院,直属机构,可访,,,16,,,
11203-11-13-106,11203,11,13,106,国家广播电视总局,http://www.nrta.gov.cn/, ,http://www.nrta.gov.cn/favicon.ico,中国机构,政府,国务院,直属机构,可访,,,32,,,
11203-11-13-107,11203,11,13,107,国家体育总局,http://www.sport.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.sport.gov.cn/,中国机构,政府,国务院,直属机构,可访,,,,,,
11203-11-13-108,11203,11,13,108,国家统计局,http://www.stats.gov.cn/, ,http://www.stats.gov.cn/favicon.ico,中国机构,政府,国务院,直属机构,可访,,,16,,,
11203-11-13-109,11203,11,13,109,国家国际发展合作署,http://www.cidca.gov.cn/, ,http://www.cidca.gov.cn/favicon.ico,中国机构,政府,国务院,直属机构,可访,,,16,,,
11203-11-13-110,11203,11,13,110,国家医疗保障局,http://www.nhsa.gov.cn/, ,http://www.nhsa.gov.cn/images/1/fp_pic_24.png,中国机构,政府,国务院,直属机构,可访,,,19,,,
11203-11-13-111,11203,11,13,111,国务院参事室,http://www.counsellor.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.counsellor.gov.cn/,中国机构,政府,国务院,直属机构,可访,,,,,,
11203-11-13-112,11203,11,13,112,国家机关事务管理局,http://www.ggj.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.ggj.gov.cn/,中国机构,政府,国务院,直属机构,可访,,,,,,
11203-11-13-113,11203,11,13,113,国家版权局网,http://www.ncac.gov.cn/, ,http://www.ncac.gov.cn/chinacopyright/favicon.ico,中国机构,政府,国务院,直属机构,可访,,,32,,,
11203-11-13-114,11203,11,13,114,国家宗教事务局,http://www.sara.gov.cn/gjzjswjhtml/index.html, ,https://www.google.com/s2/favicons?domain=http://www.sara.gov.cn/gjzjswjhtml/index.html,中国机构,政府,国务院,直属机构,可访,,,,,,
11203-11-14-101,11203,11,14,101,国务院港澳事务办公室,https://www.hmo.gov.cn/, ,https://www.google.com/s2/favicons?domain=https://www.hmo.gov.cn/,中国机构,政府,国务院,办事机构,可访,,,,,,
11203-11-14-102,11203,11,14,102,国务院研究室,http://www.gov.cn/guoqing/2018-06/22/content_5300522.htm, ,http://www.gov.cn/govweb/xhtml/favicon.ico,中国机构,政府,国务院,办事机构,可访,图标,,16,,,
11203-11-14-103,11203,11,14,103,国务院侨务办公室,http://www.gqb.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.gqb.gov.cn/,中国机构,政府,国务院,办事机构,可访,,,,,,
11203-11-14-104,11203,11,14,104,国务院台湾事务办公室,http://www.gwytb.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.gwytb.gov.cn/,中国机构,政府,国务院,办事机构,可访,,,,,,
11203-11-14-105,11203,11,14,105,中共中央网络安全和信息化委员会办公室,http://www.cac.gov.cn/, ,http://www.cac.gov.cn/favicon.ico,中国机构,政府,国务院,办事机构,可访,,,16,,,
11203-11-14-106,11203,11,14,106,国务院新闻办公室,http://www.scio.gov.cn/index.htm, ,http://www.scio.gov.cn/favicon.ico,中国机构,政府,国务院,办事机构,可访,,,256,,,
11203-11-15-101,11203,11,15,101,新华通讯社,http://203.192.6.89/xhs/, ,https://www.google.com/s2/favicons?domain=http://203.192.6.89/xhs/,中国机构,政府,国务院,直属事业单位,可访,,,,,,
11203-11-15-102,11203,11,15,102,中国科学院,http://www.cas.ac.cn/, ,http://www.cas.cn/lib/images/favicon.ico,中国机构,政府,国务院,直属事业单位,可访,图标,,64,,,
11203-11-15-103,11203,11,15,103,中国社会科学院,http://cass.cssn.cn/, ,http://cass.cssn.cn/favicon.ico,中国机构,政府,国务院,直属事业单位,可访,,,16,,,
11203-11-15-104,11203,11,15,104,中国工程院,http://www.cae.cn/, ,http://www.cae.cn/cae/favicon.ico,中国机构,政府,国务院,直属事业单位,可访,图标,,32,,,
11203-11-15-105,11203,11,15,105,国务院发展研究中心,https://www.drc.gov.cn/default.aspx, ,https://www.google.com/s2/favicons?domain=https://www.drc.gov.cn/default.aspx,中国机构,政府,国务院,直属事业单位,可访,,,,,,
11203-11-15-106,11203,11,15,106,中央广播电视总台,http://www.cnr.cn/, ,http://www.cnr.cn/favicon.ico,中国机构,政府,国务院,直属事业单位,可访,图标,,16,,,
11203-11-15-107,11203,11,15,107,中国气象局,http://www.cma.gov.cn/, ,http://www.cma.gov.cn/favicon.ico,中国机构,政府,国务院,直属事业单位,可访,,,16,,,
11203-11-15-108,11203,11,15,108,中国银行保险监督管理委员会,http://www.cbirc.gov.cn/cn/view/pages/index/index.html, ,http://www.cbirc.gov.cn/cn/static/favicon.ico,中国机构,政府,国务院,直属事业单位,可访,图标,,128,,,
11203-11-15-109,11203,11,15,109,中国证券监督管理委员会,http://www.csrc.gov.cn/pub/newsite/, ,https://www.google.com/s2/favicons?domain=http://www.csrc.gov.cn/pub/newsite/,中国机构,政府,国务院,直属事业单位,可访,,,,,,
11203-11-16-101,11203,11,16,101,国家信访局,https://www.gjxfj.gov.cn/gjxfj/index.htm, ,https://www.gjxfj.gov.cn/favicon.ico,中国机构,政府,国务院,国家局,可访,图标,,32,,,
11203-11-16-102,11203,11,16,102,国家粮食和物资储备局,http://www.lswz.gov.cn/, ,http://www.lswz.gov.cn/html/xhtml/images/favicon.ico,中国机构,政府,国务院,国家局,可访,,,16,,,
11203-11-16-103,11203,11,16,103,国家能源局,http://www.nea.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.nea.gov.cn/,中国机构,政府,国务院,国家局,可访,,,,,,
11203-11-16-104,11203,11,16,104,国家国防科技工业局,http://www.sastind.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.sastind.gov.cn/,中国机构,政府,国务院,国家局,可访,,,,,,
11203-11-16-105,11203,11,16,105,国家烟草专卖局,http://www.tobacco.gov.cn/gjyc/index.shtml, ,https://www.google.com/s2/favicons?domain=http://www.tobacco.gov.cn/gjyc/index.shtml,中国机构,政府,国务院,国家局,可访,,,,,,
11203-11-16-106,11203,11,16,106,国家移民管理局,https://www.nia.gov.cn/, ,https://www.nia.gov.cn/titlepic/new-guohui.ico,中国机构,政府,国务院,国家局,可访,图标,,1024,,,
11203-11-16-107,11203,11,16,107,国家林业和草原局,http://www.forestry.gov.cn/, ,http://www.forestry.gov.cn/favicon.ico,中国机构,政府,国务院,国家局,可访,,,53,,,
11203-11-16-108,11203,11,16,108,(国家公园管理局),http://www.forestry.gov.cn/, ,http://www.forestry.gov.cn/favicon.ico,中国机构,政府,国务院,国家局,可访,,,53,,,
11203-11-16-109,11203,11,16,109,国家铁路局,http://www.nra.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.nra.gov.cn/,中国机构,政府,国务院,国家局,可访,,,,,,
11203-11-16-110,11203,11,16,110,中国民用航空局,http://www.caac.gov.cn/index.html, ,http://www.caac.gov.cn/images/favicon.png,中国机构,政府,国务院,国家局,可访,,,197,,,
